Total Value
19064,128
29293,5228
18377,02
21835,5072
12390,5145
50803,9168
27885,4662
5913,7088
21630,4448
16227,7312
3537,6426
55247,184
722,0892
57806,2688
70723,1954
9513,2016
32390,8922
10090,0338
15071,097
84056,5308
7763,0357
3067,2182
44315,6736
79207,811
17283,2536
55139,8335
38586,4344
34114,9332
48830,2197
1928,6244
61698,627
91387,7055
26393,497
25516,22
32577,9869
39952,976
13245,4889
25915,4269
24911,2155
7297,5051
27883,5
10334,736
73403,7408
35376,5595
40110,5137
768,9913
9097,8174
21253,6324
53534,712
55136,4528
16956,9288
20452,1575
5167,7193
2755,962
810,6642
46430,8591
69567,264
47048,337
65932,8248
5423,894
63762,5448
15243,3925
64995,606
51346,0085
35610,5617
5966,9337
42262,3656
8837,598
14860,6179
24377,592
20319,6816
12824,449
5396,184
1288,0896
14510,4048
35278,4714
21131,6778
47319,6942
2385,6796
19717,11
6631,927
54819,7424
21947,9381
49741,4918
15061,1326
49049,2068
13342,0508
38621,5914
7309,466
11937,1677
12875,4912
29135,4664
18147,4997
39771,1035
30570,7969
22049,472
22296,49
6758,2233
2896,324
6504,681
22845,3744
64184,3139
10666,89
58847,706
2867,7293
76459,2772
85108,3145
19519,7574
59443,9806
6000,2022
33674,0976
4222,4003
29101,809
77408,961
36526,2782
50322,285
31525,956
48724,6333
2808,3115
14272,8516
33887,8449
3094,8841
14797,8981
17030,0394
47501,1
21539,4666
33950,5761
5646,6102
41507,9505
18638,6584
18295,1632
53550,2984
3423,4152
5924,0301
22409,1918
17931,3125
39526,8224
25004,9616
10226,0394
10230,745
20868,1527
8111,4383
47996,8468
2717,8032
7947,66
37422,2271
25295,5604
33969,7029
21098,6376
9933,1956
12144,34
26824,2205
26041,5545
7226,2556
11205,1328
31072,392
10162,8152
46025,045
24800,1824
25704,5776
5232,445
16397,955
26263,5747
7513,2288
68170,62
6601,4778
39353,643
19496,928
46091,3895
28166,281
19925,334
10295,232
15153,4222
14891,534
77738,7382
65261,89
8665,585
7503,1749
28962,4866
47206,6604
65191,6356
5102,5626
25018,9065
11519,3215
12869,5187
2512,686
2227,1564
1371,9898
11247,1976
4056,756
27210,7296
34354,0658
4811,535
12895,9796
61226,6032
37898,3124
15160,6826
65922,4182
50637,1736
13624,9646
17061,268
7443,079
29771,105
20085,9193
24882,5534
80934,2712
12493,4484
30570,2232
29285,0662
27129,9776
22720,5108
4031,9069
67105,3512
39696,7584
666,7752
72620,3025
41410,182
14756,236
11835,0472
3217,4017
2473,9092
20375,8464
5343,338
43481,5152
20090,1415
23877,2184
61632,4192
7674,7125
32628,8778
27122,2603
24178,7977
3383,24
4766,307
16849,836
1566,2916
236,2065
16105,8237
12418,3298
20276,8515
58043,4184
33908,6055
3596,727
59375,304
4037,1691
63535,3894
4831,671
50804,235
30723,8912
10733,5683
28681,9614
1450,7622
62071,126
60190,599
32427,5886
44842,3528
21371,4837
34445,1912
70738,8276
10359,6327
749,044
8085,88
20805,6066
39194,8284
45387,5841
8824,8069
41264,5536
47370,5204
3404,1504
40678,6221
54736,8104
69508,2944
9129,3048
40209,0614
44552,4464
8686,656
32347,274
9059,7936
39701,2161
12663,006
4386,998
3388,185
63341,828
74878,9536
7029,5408
20168,8542
5445,6576
42620,3569
17482,0164
36873,3568
18697,054
4768,8704
526,593
5217,329
13486,956
51085,9254
5754,411
10186,162
56273,8176
26413,425
16200,76
15383,9685
14090,5557
1674,4774
15810,9147
23167,2132
20363,4412
61494,9708
9935,072
28998,175
31516,2447
16076,9063
10317,5813
9061,8528
12007,2021
49442,8488
45062,162
52975,572
28056,21
3383,5208
8042,799
27351,4752
1262,816
60557,784
14114,5465
23822,279
21715,6108
45609,4375
16306,136
5120,7204
3622,3264
11155,7721
3255,7754
64420,5366
26325,0525
8542,4016
43614,5463
7205,7696
4328,911
7649,5104
32286,8595
37802,56
69733,4918
35787,492
37138,977
5748,6469
42273,4794
45336,5175
15681,9129
59891,224
22039,1292
61918,133
65986,8888
2530,143
27452,6125
276,9096
35135,8562
65930,784
41140,3512
26849,6046
29108,3595
10857,864
13098,797
31755,346
25482,5568
38363,638
1685,1095
1180,5738
24070,9992
60553,6448
2167,7718
79099,3507
11315,622
45155,481
14864,5279
17763,7441
14592,7782
72387,41
43886,0752
1461,3324
10882,6562
38694,2505
5073,7764
33348,8777
4710,1175
28875,6338
11717,8614
12738,7948
34152,9573
9746,397
21869,6529
50767,6224
41744,2752
18951,9361
27910,338
32117,8
9952,9305
3115,6302
18610,9
803,4334
17824,3568
18346,5444
5610,5958
51386,261
15888,11
24337,9215
45677,0312
39884,9199
22484,7561
496,7536
12376,6813
16700,886
3318,7362
9590,7984
41675,2964
75701,2374
2562,336
1290,4884
31796,1288
509,7158
18003,0713
2805,4424
31480,9038
35485,6794
82616,1555
34977,5598
27256,1298
12689,1721
39161,8656
21440,538
34209,222
55290,7296
9285,1392
16694,3493
81382,8792
27813,0996
4214,2656
29773,1168
26323,994
9439,452
58089,1976
24622,0722
66487,3272
3508,0384
10769,4903
45949,5192
40631,792
39475,5984
15811,2162
43128,719
28221,3766
46793,8861
13885,6545
5009,058
410,2794
39786,2458
8005,338
29698,539
7412,8908
929,8882
49563,1616
18899,3874
5701,5562
8074,5552
19493,424
17016,6285
38349,1266
10959,5838
39695,9875
2876,3084
32281,1555
89319,4452
16558,5392
2606,4185
23749,1359
56189,1533
68316,808
1932,5504
36235,2206
11854,6888
48169,875
36009,1952
23599,2559
10097,5784
11483,9802
20089,095
34464,6896
43075,928
989,318
1397,7864
3626,9478
27034,7922
12062,2656
47390,918
6030,9935
39425,645
6018,7616
21190,9467
9687,5444
29086,0944
4238,9196
7580,9769
68710,1112
10088,9938
10381,2212
71991,15
14660,768
19724,9292
34746,912
26982,7222
12078,9889
9800,8504
6089,9151
4455,8613
58423,2572
51927,6152
53868,1534
21308,3786
18441,5575
18404,54
20721,1515
7324,7812
37132,3435
4470,696
28901,5276
12200,3195
10052,5447
43154,5632
91478,3195
11158,602
16950,316
10588,3512
33402,234
18998,3058
36631,1148
49536,1228
64448,19
17753,1193
7720,7548
14238,2105
29434,7898
15971,2345
17135,6877
20473,992
52684,5218
44352,3846
29429,5656
5667,2264
2763,616
45632,8032
31836,7716
54080,225
59031,658
22822,5844
4265,2872
15978,708
24316,95
13499,4304
12570,5
33056,348
3261,195
14740,5126
21498,6536
5353,865
38031,4683
14270,2248
9624,1722
64994,7766
34938,4565
5692,4336
62971,8784
41501,131
21954,6574
19846,9254
23964,1875
32690,6594
90821,853
14180,33
10620,512
46302,4736
23322,218
63291,7369
10771,0368
72115,0754
55195,3742
6679,6276
41216,7114
64203,9896
53543,8044
36054,144
8480,1219
60234,9531
11764,7829
11992,5648
33055,5352
63448,4026
4984,4625
8605,1463
18369,0288
3645,1102
38655,6774
32595,3936
57217,6405
13175,9724
42556,0003
14286,8439
55518,1104
1404,48
80109,8076
51530,622
37524,256
23428,7336
14759,986
2753,8005
20033,871
23493,3666
23956,79
14026,0058
24461,216
9694,0305
27623,282
70,6056
29443,583
67433,95
43582,6265
28746,6984
20331,2484
21747,096
2102,0481
57804,2405
16644,1295
22223,829
57879,5583
34015,7608
8528,154
31982,9055
10815,4032
70377,3298
8052,1292
19427,6916
25013,7096
2766,148
7974,96
4460,0205
5135,9834
51155,4294
2044,9268
8533,7801
73311,6258
69540,2508
5887,3376
30930,87
61536,6784
10736,236
64248,6087
26909,3496
2214,9816
21529,5339
43863,0756
19583,3387
27753,2196
20458,626
37959,7008
6176,6095
2049,1289
6200,289
40222,8348
29817,9645
1578,1438
6166,5966
10014,1195
10430,859
32782,1304
12742,5008
8131,994
19894,6608
45733,513
39211,2644
33221,5
21355,0162
8351,7504
22378,3464
24473,5582
24056,5425
76596,732
6491,4696
34839,8022
3755,838
31154,6092
7859,343
37149,576
33849,741
4900,5125
61850,58
67971,2985
39625,602
20552,7784
18585,063
17425,3814
8299,069
106,32
7297,6872
89527,14
22825,6754
7359,9205
14895,463
23585,7048
22583,1942
59503,8977
25043,0762
64567,282
45092,6475
28486,7152
19855,4112
11484,1415
20552,49
60691,5776
18335,0296
3829,4028
43773,2573
7704,6576
38069,551
2501,3445
9468,2858
21942,416
52952,812
21182,0427
18286,5068
11541,0288
29639,5304
32848,0182
68258,7682
23701,2302
27099,7182
27767,8982
14069,3895
4310,5496
42226,4259
44412,4164
21394,9416
13691,3478
41619,7043
25970,628
48764,9012
15422,916
26422,204
5715,3852
63866,481
41602,73
62920,7481
24619,7196
12956,5632
8240,491
4793,592
35761,6
20697,4812
55909,1952
7350,2145
15257,0977
273,615
36144,3012
6182,6338
24676,8744
84776,2188
6550,2584
16040,0736
27803,7324
49099,4052
1543,2622
55587,242
78359,0875
41736,4108
44959,1737
5287,2732
11567,084
38458,449
16255,717
33949,0203
23540,9525
26954,1443
19755,963
38717,6052
8165,0108
20486,8674
37826,9224
41037,1368
49849,95
46223,765
4090,814
26487,1818
36454,7106
72939,8187
55596,6304
46554,0556
13666,9104
5091,4942
50713,8544
37808,001
77604,4035
1471,0514
23350,1112
24392,016
30098,5894
69240,9764
22722,948
65719,68
28946
44160,2532
27485,5828
15590,0654
8473,0997
30646,436
1505,6173
27492,3915
6948,3377
17453,17
61721,4276
54094,022
38656,748
67174,9082
16958,7594
22514,8768
47885,7225
16538,9619
24271,881
79689,898
7086,4696
26823,087
29909,3832
44951,112
28443,291
47702,0764
4787,6408
39493,008
8757,8112
35569,4823
26762,1176
1200,273
32798,4128
33291,8544
8018,9186
14225,0724
11658,0436
16072,7364
18991,505
832,2793
11248,2516
21579,36
2852,5301
26023,9251
15138,24
37321,377
39402,0651
20783,4375
29344,7616
27085,6512
42797,208
7555,842
12383,1276
8433,112
63999,3967
54382,4394
7728,5486
34476,5337
87351,817
14400,7908
42382,768
52334,7165
9455,4824
76913,0283
23254,0782
21388,658
18398,4277
11970,0672
40980,6267
58410,2563
4883,9927
24898,0844
15179,154
62531,546
10271,808
8814,7704
30396,872
33490,3968
2469,2878
69832,7712
20204,877
7659,8071
1873,3296
19875,7286
14811,7392
30285,1752
47391,2208
46019,9292
62163,8586
3142,95
7210,8296
10323,882
5256,768
9222,8384
11626,3494
78841,3491
3220,885
62882,2584
4174,3154
20787,702
17376,4382
12362,6888
23972,4432
1219,6845
17968,6196
27622,4844
46972,1483
20810,1125
2837,1324
19402,2345
30118,0035
221,154
2122,5435
3637,2756
11825,3374
501,28
1349,8696
37408,1526
28236,6168
23646,6
15442,5087
15929,8755
52711,9763
18585,384
5283,5328
17563,788
13627,4255
91356,9024
39068,15
71184,4578
47219,172
33805,161
10475,9475
4325,2695
75912,9522
12292,954
16310,1796
10738,6815
9569,6488
22317,1624
42235,97
22830,5235
42312,5048
8449,3395
23740,5942
7098,9744
35574,4233
19606,2284
22998,1048
39607,3272
17199,1952
64243,1328
38523,2492
19243,489
15396,522
3110,6876
167,2308
2643,4429
10888,05
1324,0608
29672,0682
11656,656
859,3528
20032,0144
18718,6442
25688,0232
704,4906
71461,9392
73307,8591
3925,2188
44173,8485
50345,8928
3229,2645
52553,1875
49111,1218
71082,5514
23964,2784
26414,1164
37013,2308
24650,3362
43333,4405
10281,6832
15506,505
26805,7412
62467,752
23991,448
17822,7
9067,8696
6762,5448
73395,1116
14734,9982
17686,4418
61542,901
16080,7398
11797,7224
7646,7932
36018,2312
47041,72
49952,7985
30092,7376
9620,3268
8498,82
39245,2242
48687,8895
11342,1024
29648,6313
7118,0422
23343,4097
69209,0181
56932,5848
10796,28
56151,952
52934,8404
4169,9418
32674,9818
5739,8848
44901,675
9733,2708
40147,118
8854,4898
13507,4772
42037,0716
1216,8616
28715,632
57169,266
10640,4688
23300,2662
1629,3825
19300,623
33111,5216
2119,1313
4418,6312
23890,9073
56788,884
37724,1666
5341,1736
20778,417
22540,0435
31442,0802
58068,9668
22086,126
55164,6513
17921,6415
9078,7788
32139,5096
7526,1735
8501,598
21276,9024
50254,535
8510,3724
81536,0117
57566,286
13922,57
35839,4024
6371,3897
66292,2051
58757,823
60312,7382
26054,65
4486,1298
39731,5384
10481,568
24495,093
16872,7885
18652,9944
14875,784
1868,5162
9317,4203
64513,2708
14220,1965
4681,6976
35980,8901
9952,3975
40273,8545
19033,5932
2844,958
32776,694
377,7115
18948,366
15532,8245
8833,7734
6085,5165
17829,1624
22416,2256
4850,5476
31266,4266
13950,8247
97631,1921
92625,3576
56056,3542
22587,6123
24353,5446
7452,542
36539,8326
24114,5844
36042,332
14887,0836
58747,5513
5230,6848
13555,7994
12052,2076
6990,738
40979,8574
21679,8668
46801,651
987,77
8435,8688
4169,1848
4160,398
16439,4711
53227,7242
26581,6584
36095,4384
14600,9148
12675,6475
9545,1015
24417,4359
34100,4802
9811,0258
44132,2308
23099,4472
15177,3615
15911,5558
39413,3736
72347,7645
33728,8728
25160,148
17801,0151
7122,9571
2524,6153
2601,1464
5689,5688
7104,0464
